Species	Formula	EoF298	Unc	WB_ID	CASRN	Squib	Method
Acetonitrile	C2H3N	74.04	0.37	C75058	75-05-8	1983AN/MAN287-293	Ccr
Acetaldehyde	C2H4O	-170.7072	1.4644	C75070	75-07-0	1991WIB/CRO3447-3450	Chyd
Ethanethiol	C2H6S	-46.14952		C75081	75-08-1	1957MCC/HUB561-566	Ccr
Methylene chloride	CH2Cl2	-95.52		C75092	75-09-2	1998CHA1-1951	Review # Data last reviewed in December, 1968
Difluoromethane	CH2F2	-450.66		C75105	75-10-5	1998CHA1-1951	Review # Data last reviewed in December, 1969
Methane, diiodo-	CH2I2	117.5704	4.184	C75116	75-11-6	1976KUD/KUD529-530	Cm
Formamide	CH3NO	-186.18800000000002		C75127	75-12-7	1958BAU/GUN670-673	Eqk
Isocyanic acid	CHNO	-101.67		C75138	75-13-8	1998CHA1-1951	Review # Data last reviewed in December, 1970
Carbon disulfide	CS2	116.94		C75150	75-15-0	1998CHA1-1951	Review # Data last reviewed in December, 1976
Dimethyl sulfide	C2H6S	-37.5	2.0	C75183	75-18-3	1989VOR/KLY650-653	Ccb
Cyclopropane	C3H6	39.296127999999996		C75194	75-19-4	1950LAC/WAL331-333	Cm # Heat of hydrobromination
Ethylene oxide	C2H4O	-52.64		C75218	75-21-8	1998CHA1-1951	Review # Data last reviewed in September, 1965
trans-Perfluorobicyclo[4,3.0]nonane	C9F16	-3217.0	5.1	C75240061	75240-06-1	1989ZHO/PAP747-748	Ccr
Trimethylaluminum	C3H9Al	-86.5	4.8	C75241	75-24-1	1997MAR0B	"Review # Selected data. The enthalpy of formation relies on -1891.3±1.9 kJ/mol for the enthalpy of formation of Al(OOCMe)3(cr) and on 0.9±0.2 kJ/mol for the enthalpy of solution of MeCOOH(l) in toluene 1963MOR/SEL0. Liquid trimethylaluminum contains a very small molar fraction of monomer at 298 K, ca. 0.007% 1972SMI31, so that the ""real"" liquid should be described as [Al(Me)3]2."
(E)-3,4-Di-tert-butyl-3-hexene	C14H28	-168.28048		C75245215	75245-21-5	1989DOE/ROT1263-1266	Chyd
Methane, tribromo-	CHBr3	55.4	3.3	C75252	75-25-2	1982PAP/KOL1666-1668	Ccr
cis-Perfluorobicyclo[4.3.0]nonane	C9F16	-3212.2	5.6	C75262872	75262-87-2	1988ZHO/PAP1004	Ccr
Propane, 2-bromo-	C3H7Br	-95.64624	1.046	C75263	75-26-3	1965DAV/LAC2413-2416	Chyd # Reanalyzed by 1970COX/PIL1-636B, Original value = -22.71 kcal/mol
Isobutane	C4H10	-134.18088	0.6276	C75285	75-28-5	1972PIT/PIL2224-2229	Ccb
Propane, 2-chloro-	C3H7Cl	-145.01744		C75296	75-29-6	1972AND819-820	Ccb # Correction of 1965KAB/AND132-135
2-Propanamine	C3H9N	-83.68	0.8368000000000001	C75310	75-31-0	1971SCO843-852	Cm
2-Propanethiol	C3H8S	-76.94376000000001	0.6276	C75332	75-33-2	1954HUB/WAD910	Ccr # Heat of combustion calculated author's U=-671.76
Ethane, 1,1-dichloro-	C2H4Cl2	-132.5	3.5	C75343	75-34-3	2002MAN123-172	Review # employed hydrochlorination equilibrium measurements of 1976LEV/TRE1148 with increased uncertainty to reflect other data
Ethene, 1,1-dichloro-	C2H2Cl2	2.0	2.0	C75354	75-35-4	2002MAN123-172	Review # derived from recommended «Delta»_fH_l_i_q_u_i_d° and «Delta»_v_a_pH°
Acetyl chloride	C2H3ClO	-251.33288000000002	0.50208	C75365	75-36-5	1969DEV/ONE2644-2648	Cm # Heat of hydrolysis
Ethane, 1,1-difluoro-	C2H4F2	-496.97552	3.9748	C75376	75-37-6	1968KOL/SHT975-976	Ccb # Reanalyzed by 1983KOL/PAP425, Original value = -117.3$(2.0) kcal/mol
Ethene, 1,1-difluoro-	C2H2F2	-343.9248	10.0416	C75387	75-38-7	1962KOL/MAR1118-1120	Ccb # Reanalyzed by 1970COX/PIL1-636B, Original value = -79.6$(2.4) kcal/mol
Trimethyl vinyl tin	C5H12Sn	91.4	4.8	C754063	754-06-3	1997MAR0B	Review # Selected data. The enthalpy of formation relies on -185.5±3.7 kJ/mol for the enthalpy of formation of Sn(Me)3(Br)(l).
Propanamide, 2,2-dimethyl-	C5H11NO	-313.1	1.4	C754109	754-10-9	1989ABB/JIM859-865	Ccr
Fluorodichloromethane	CHCl2F	-283.26		C75434	75-43-4	1998CHA1-1951	Review # Data last reviewed in June, 1970
Phosgene	CCl2O	-220.08		C75445	75-44-5	1998CHA1-1951	Review # Data last reviewed in June, 1961
Difluorochloromethane	CHClF2	-481.58		C75456	75-45-6	1998CHA1-1951	Review # Data last reviewed in June, 1970
mercury chloride	ClHg	78.45		C7546307	7546-30-7	1998CHA1-1951	Review # Data last reviewed in December, 1961
Fluoroform	CHF3	-697.05		C75467	75-46-7	1998CHA1-1951	Review # Data last reviewed in June, 1969
Methylamine, N,N-dimethyl-	C3H9N	-23.72328	0.75312	C75503	75-50-3	1960ISS/LON2004-2012	Eqk # Heat of formation derived by 1970COX/PIL1-636B
Lithium bromide	BrLi	-153.97		C7550358	7550-35-8	1998CHA1-1951	Review # Data last reviewed in June, 1966
Titanium tetrachloride	Cl4Ti	-763.2	3.0	C7550450	7550-45-0	1984COX/WAG1B	Review # CODATA Review value
Methane, nitro-	CH3NO2	-80.75120000000001	1.2552	C75525	75-52-5	1971KNO/MIR425-428	Ccb
Iodine	I2	62.42	0.08	C7553562	7553-56-2	1984COX/WAG1B	Review # CODATA Review value
Propylene oxide	C3H6O	-94.68392	0.6276	C75569	75-56-9	1962SIN/HIL74	Ccb # Reanalyzed by 1970COX/PIL1-636B, Original value = -22.17$(0.26) kcal/mol
Butane, 1-(methylsulfonyl)-	C5H12O2S	-459.69608000000005	2.63592	C7560590	7560-59-0	1961MAC/OHA1070-1074	Ccb # Reanalyzed by 1970COX/PIL1-636B, Original value = -109.47$(0.5) kcal/mol; Heat of combustion corrected for constant pressure
Methane, bromotrichloro-	CBrCl3	-41.84	1.2552	C75627	75-62-7	1973MEN/GOL2707-2709	Eqk # see 1965BEN2044-2046
5-Nitro-2-acetoxy-2,5-dihydrofurfural diacetate	C11H13NO9	-1285.3248	2.9288	C75631811	75631-81-1	1980BAL/LEB601-604	Ccb
Bromotrifluoromethane	CBrF3	-648.94		C75638	75-63-8	1998CHA1-1951	Review # Data last reviewed in June, 1969
2-Propanamine, 2-methyl-	C4H11N	-120.4992	0.8368000000000001	C75649	75-64-9	1971SCO843-852	Cm
2-Propanol, 2-methyl-	C4H10O	-312.62848	0.87864	C75650	75-65-0	1991WIB/HAO5108-5110	Eqk # Heat of hydration
2-Propanethiol, 2-methyl-	C4H10S	-108.74216	0.87864	C75661	75-66-1	1958HUB/GOO614-617	Ccr # see 1954HUB/KAT142 and 1953MCC/SCO1818-18
Trichloromonofluoromethane	CCl3F	-288.7		C75694	75-69-4	1998CHA1-1951	Review # Data last reviewed in June, 1970
Dichlorodifluoromethane	CCl2F2	-491.62		C75718	75-71-8	1998CHA1-1951	Review # Data last reviewed in June, 1970
Ethyne, dichloro-	C2Cl2	209.62		C7572294	7572-29-4	1998CHA1-1951	Review # Data last reviewed in December, 1968
Chlorotrifluoromethane	CClF3	-707.93		C75729	75-72-9	1998CHA1-1951	Review # Data last reviewed in June, 1969
Tetrafluoromethane	CF4	-933.2		C75730	75-73-0	1998CHA1-1951	Review # Data last reviewed in June, 1969
Lead, tetramethyl-	C4H12Pb	136.1	4.4	C75741	75-74-1	1997MAR0B	Review # Selected data
Tricyclo[3.3.1.1(3,7)]decane, 1-nitro-	C10H15NO2	-191.1	2.4	C7575828	7575-82-8	1990FRI/DOG147-159	Ccb
Silane, tetramethyl-	C4H12Si	-286.6		C75763	75-76-3	1998CHA1-1951	Review # Data last reviewed in December, 1960
Silane, trichloromethyl-	CH3Cl3Si	-528.86		C75796	75-79-6	1998CHA1-1951	Review # Data last reviewed in December, 1960
lithium hydride	HLi	140.62		C7580678	7580-67-8	1998CHA1-1951	Review # Data last reviewed in September, 1967
Butane, 2,2-dimethyl-	C6H14	-185.56040000000002	0.9623200000000001	C75832	75-83-2	1945PRO/ROS263-267	Ccb
Amylene hydrate	C5H12O	-329.3		C75854	75-85-4	1965CHA/ROS374-379	
Bicyclo[4.2.2]deca-3,7-diene-	C10H14	117.152		C75891100	75891-10-0	1982HUY/HUB251-257	Kin
Propanamide, N,N-dimethyl-	C5H11NO	-250.16136		C758963	758-96-3	1977VAS/KOT102-106	Ccb
tert-Butyl Hydroperoxide	C4H10O2	-234.9		C75912	75-91-2	1991KHU/MAR321-325	Eqk # hf from V. P.Komissarov's report
2-Butanone, 3,3-dimethyl-	C6H12O	-290.67	0.88	C75978	75-97-8	1970HAR/HEA203-210	Ccb # ht. of vaporization was from a private communication
Ethane, pentachloro-	C2HCl5	-155.9	4.3	C76017	76-01-7	2002MAN123-172	Review # derived from recommended «Delta»_fH_l_i_q_u_i_d° and «Delta»_v_a_pH°
Pentane, 3-methylene-	C6H12	-56.0656	0.87864	C760214	760-21-4	1991WIB/HAO5108-5110	Ccb
Trichloroacetyl chloride	C2Cl4O	-253.132		C76028	76-02-8	1950PRI/SKI272-276	Cm # Heat of hydrolysis at 298 K
Trichloroacetic Acid	C2HCl3O2	-433.67160000000007		C76039	76-03-9	1992TRI/SMI547-550	Cm
Trifluoroacetic acid	C2HF3O2	-1017.5488	4.6024	C76051	76-05-1	1976GUT202-209	Eqk
N,N-Dimethylbutyramide	C6H13NO	-270.87216		C760792	760-79-2	1977VAS/KOT102-106	Ccb
1,3-Cyclopentadiene, 1,2,3,4-tetramethyl-5-methylene-	C10H14	83.2616		C76089593	76089-59-3	1991ROT/ADA2499-2521	Chyd
2,3-Butanediol, 2,3-dimethyl-	C6H14O2	-540.5728	9.2048	C76095	76-09-5	1977GUT3562-3574	Cm # Hydrolysis
1-Butene, 1-chloro-, (Z)-	C4H7Cl	-19.246399999999998		C7611861	7611-86-1	1974LEV/ROD1113-1114	Eqk
Trans-1-chloro-1-butene	C4H7Cl	-16.5268		C7611872	7611-87-2	1974LEV/ROD1113-1114	Eqk
Ethane, 1,1,2-trichloro-1,2,2-trifluoro-	C2Cl3F3	-726.8	4.3	C76131	76-13-1	1981ERA/KOL663-669	Ccr # Correction by 1983KOL/PAP425
Ethane, 1,2-dichloro-1,1,2,2-tetrafluoro-	C2Cl2F4	-937.0	7.3	C76142	76-14-2	1986ERA/KOL175-180	Ccr # Correction of 1982PAP/KOL675-677
Pentafluoroethyl chloride	C2ClF5	-1114.1992	10.46	C76153	76-15-3	1989TAC/SAL331-341	Eqk
Ethane, hexafluoro-	C2F6	-1343.9		C76164	76-16-4	1998CHA1-1951	Review # Data last reviewed in June, 1969
Perchloryl fluoride	ClFO3	-21.42		C7616946	7616-94-6	1998CHA1-1951	Review # Data last reviewed in March, 1961
Perfluoropropane	C3F8	-1784.8944000000001	8.7864	C76197	76-19-7	1967KOL/TAL38-42	Ccb # Reanalyzed by 1986KOL/KOZ912, Original value = -413.2 kcal/mol
Camphor	C10H16O	-267.3576	2.9288	C76222	76-22-2	1977STE311-314	Ccb
Formic acid, 1,1-dimethylethyl ester	C5H10O2	-456.8928	5.4392000000000005	C762754	762-75-4	1977GUT3562-3574	Cm # Hydrolysis
Dioxosilane	O2Si	-305.43		C7631869	7631-86-9	1998CHA1-1951	Review # Data last reviewed in June, 1967
Boron trifluoride	BF3	-1136.0	0.8	C7637072	7637-07-2	1984COX/WAG1B	Review # CODATA Review value
5-Chloro-7-bromo-8-hydroxyquinoline	C9H5BrClNO	-14.5	2.2	C7640337	7640-33-7	1995RIB/FER633-641	Ccr # HBr(1:600 H2O) and HCl(1:600 H2O)
Cyanogen azide	CN4	451.872	20.92	C764056	764-05-6	1969OKA/MEL2100-2106	Kin # Photodissociation
2,4-Hexadiene, 2,5-dimethyl-	C8H14	-19.2	0.84	C764136	764-13-6	1990STE/CHI138-154	Ccr
3-Hexene, (Z)-	C6H12	-45.9	0.7	C7642093	7642-09-3	1987ROG/CRO1209-1215	Chyd # Value computed using «Delta»_fH_l_i_q_u_i_d° from 1987ROG/CRO1209-1215 and «Delta»_v_a_pH° value of 31.2kJ/mol from 1993STE/CHI377-430.
(Z)-3-Heptene	C7H14	-69.4		C7642106	7642-10-6	1984WIB/WAS3684-3688	
2-Hexyne	C6H10	107.65432000000001	2.42672	C764352	764-35-2	1979ROG/DAG671-676	Chyd
Fumaronitrile	C4H2N2	340.1592	2.5104	C764421	764-42-1	1967BOY/GUH2187-2191	Ccb
1-(vinyloxy)propane	C5H10O	-162.0	2.2	C764476	764-47-6	1981TRO/NED752-753	
Sodium hydride	HNa	124.27		C7646697	7646-69-7	1998CHA1-1951	Review # Data last reviewed in March, 1963
cobalt dichloride	Cl2Co	-93.72		C7646799	7646-79-9	1998CHA1-1951	Review # Data last reviewed in June, 1973
Hydrogen chloride	HCl	-92.31	0.1	C7647010	7647-01-0	1984COX/WAG1B	Review # CODATA Review value
sodium chloride	ClNa	-181.42		C7647145	7647-14-5	1998CHA1-1951	Review # Data last reviewed in September, 1964
sodium bromide	BrNa	-143.93		C7647156	7647-15-6	1998CHA1-1951	Review # Data last reviewed in September, 1964
caesium chloride	ClCs	-240.16		C7647178	7647-17-8	1998CHA1-1951	Review # Data last reviewed in June, 1968
Phosphorus pentafluoride	F5P	-1594.41		C7647190	7647-19-0	1998CHA1-1951	Review # Data last reviewed in December, 1969
α-Methoxyisobutyronitrile	C5H9NO	-125.4	1.8	C76474094	76474-09-4	1995VER/BEC1-11	Ccb
1-Decyne	C10H18	41.881840000000004	3.4308799999999997	C764932	764-93-2	1979ROG/DAG671-676	Chyd
Cyclopropylamine	C3H7N	77.06928	0.66944	C765300	765-30-0	1971GOO/MOO701-705	Ccb
Ethanone, 1-cyclopropyl-	C5H8O	-115.3	1.2	C765435	765-43-5	1984KOZ/TIM41-45	Ccb
Spiro[2,4]hepta-4,6-diene	C7H8	237.6512		C765468	765-46-8	1991ROT/ADA2499-2521	Chyd
Cyclopentene, 1,2-dimethyl-	C7H12	-41.379760000000005		C765479	765-47-9	1982ALL/DOD1593-1597	Chyd
Dicyclopropa[cd,gh]pentalene,octahydro-	C8H10	179.912		C765720	765-72-0	1991ROT/ADA2499-2521	Chyd
Cyclobutanecarboxylic acid methyl ester	C6H10O2	-350.3	1.3	C765855	765-85-5	1983FUC/HAL503-505	Cm
Cyclohexanecarbonitrile	C7H11N	-3.5564		C766052	766-05-2	1971HAL/BAL140-145	Ccr
cyclohexyl hydroperoxide	C6H12O2	-214.9		C766074	766-07-4	1991KHU/MAR321-325	Eqk # hf from V. P.Komissarov's report
4-Methyl-2,6,7-trioxabicyclo[2.2.2]octane	C6H10O3	-506.8	1.2	C766325	766-32-5	1995RAK/VER2059-2067	Ccb
hydrogen fluoride	HF	-273.3	0.7	C7664393	7664-39-3	1984COX/WAG1B	Review # CODATA Review value
Ammonia	H3N	-45.94	0.35	C7664417	7664-41-7	1984COX/WAG1B	Review # CODATA Review value
Sulfuric Acid	H2O4S	-735.13		C7664939	7664-93-9	1998CHA1-1951	Review # Data last reviewed in September, 1977
tert-Butyl glycidyl ether	C7H14O2	-318.8	1.1	C7665727	7665-72-7	1993SLI/DOL102-113	
Benzyl methyl sulfide	C8H10S	79.49600000000001	2.9288	C766927	766-92-7	1962MAC/MAY33-39	Ccr
Benzene, (ethenyloxy)-	C8H8O	23.0	2.2	C766949	766-94-9	1981TRO/NED752-753	
Quinoline, decahydro-, trans-	C9H17N	-112.9	1.0	C767920	767-92-0	1994STE/CHI515-544	Ccr # see 1990STE/CHI1-52
potassium iodide	IK	-125.52		C7681110	7681-11-0	1998CHA1-1951	Review # Data last reviewed in June, 1967
sodium fluoride	FNa	-290.45		C7681494	7681-49-4	1998CHA1-1951	Review # Data last reviewed in December, 1968
Piperidine, 2,2,6,6-tetramethyl-	C9H19N	-159.9	2.8	C768661	768-66-1	1981SUR/HAC857-861	Ccb
Fentin hydroxide	C18H16OSn	181.7	9.2	C76879	76-87-9	1997MAR0B	Review
2-Hexene, (Z)-	C6H12	-47.0	1.1	C7688213	7688-21-3	1987ROG/CRO1209-1215	Chyd # Value computed using «Delta»_fH_l_i_q_u_i_d° from 1987ROG/CRO1209-1215 and «Delta»_v_a_pH° value of 32.2kJ/mol from 1993STE/CHI377-430.
1-Methyladamantane	C11H18	-171.71136	2.63592	C768912	768-91-2	1979CLA/KNO2404-2410	Ccb # Reanalyzed by 1986PED/NAY1-792B, Original value = -40.57$(0.34) kcal/mol; Gas flow technique for Hs,see 1975CLA/KNO3835-3836
1-Adamantanol	C10H16O	-310.8712	3.3472000000000004	C768956	768-95-6	1979STE0	Ccb
potassium hydride	HK	123.01		C7693267	7693-26-7	1998CHA1-1951	Review # Data last reviewed in March, 1963
Nitric acid	HNO3	-134.31		C7697372	7697-37-2	1998CHA1-1951	Review # Data last reviewed in June, 1963
Hydrochloric acid-d	DCl	-93.35		C7698057	7698-05-7	1998CHA1-1951	Review # Data last reviewed in June, 1977
Sulfur	S	277.17	0.15	C7704349	7704-34-9	1984COX/WAG1B	Review # CODATA Review value
titanium trichloride	Cl3Ti	-539.32		C7705079	7705-07-9	1998CHA1-1951	Review # Data last reviewed in June, 1968
iron trichloride	Cl3Fe	-253.13		C7705080	7705-08-0	1998CHA1-1951	Review # Data last reviewed in June, 1965
Benzene, pentafluoromethyl-	C7H3F5	-843.3	1.5	C771562	771-56-2	1969COX/GUN77-87	Ccr
Phenol, pentafluoro-	C6HF5O	-957.1	2.0	C771619	771-61-9	1969COX/GUN77-87	Ccr
nickel dichloride	Cl2Ni	-73.93		C7718549	7718-54-9	1998CHA1-1951	Review # Data last reviewed in September, 1977
Phosphorus trichloride	Cl3P	-288.7		C7719122	7719-12-2	1998CHA1-1951	Review # Data last reviewed in June, 1970
titanium tetraiodide	I4Ti	-277.27		C7720834	7720-83-4	1998CHA1-1951	Review # Data last reviewed in December, 1968
tantalum pentachloride	Cl5Ta	-764.84		C7721019	7721-01-9	1998CHA1-1951	Review # Data last reviewed in December, 1974
Hydrogen peroxide	H2O2	-136.11		C7722841	7722-84-1	1998CHA1-1951	Review # Data last reviewed in December, 1960
Phosphorus	P	316.5	1.0	C7723140	7723-14-0	1984COX/WAG1B	Review # CODATA Review value
Bromine	Br2	30.91	0.11	C7726956	7726-95-6	1984COX/WAG1B	Review # CODATA Review value
aluminium bromide	AlBr3	-410.45		C7727153	7727-15-3	1998CHA1-1951	Review # Data last reviewed in September, 1979
Water	H2O	-241.826	0.04	C7732185	7732-18-5	1984COX/WAG1B	Review # CODATA Review value
Chloroxine	C9H5Cl2NO	-48.8	1.9	C773762	773-76-2	1995RIB/FER633-641	Ccr # HCl(1:600 H2O)
Hexachlorocyclopentadiene	C5Cl6	-11.7152	4.184	C77474	77-47-4	1977LYU/SMO119-121	Ccb
sodium sulphate	Na2O4S	-1033.62		C7757826	7757-82-6	1998CHA1-1951	Review # Data last reviewed in June, 1978
potassium bromide	BrK	-180.08		C7758023	7758-02-3	1998CHA1-1951	Review # Data last reviewed in March, 1967
copper chloride	ClCu	91.09		C7758896	7758-89-6	1998CHA1-1951	Review # Data last reviewed in March, 1966
iron dichloride	Cl2Fe	-141.0		C7758943	7758-94-3	1998CHA1-1951	Review # Data last reviewed in December, 1970
Lead dichloride	Cl2Pb	-174.05		C7758954	7758-95-4	1998CHA1-1951	Review # Data last reviewed in June, 1973
Phenanthrene, 9,10-dihydro-	C14H12	155.1	1.6	C776352	776-35-2	1979LEE/HOS469-482	Ccb # Hfusion=12.79 kJ/mol
5,5-dimethyl-2-phenyl-1,3-dioxane	C12H16O2	-311.3	1.2	C776885	776-88-5	1995VER/DOG93-98	Ccr # See 1990BEC/DOG320-321
Mercury diiodide	HgI2	-16.13		C7774290	7774-29-0	1998CHA1-1951	Review # Data last reviewed in March, 1962
3-Pentanol, 3-methyl-	C6H14O	-348.27616	1.21336	C77747	77-74-7	1991WIB/HAO5108-5110	Eqk # Heat of hydration
sodium metaborate, anhydrous	BNaO2	-648.52		C7775191	7775-19-1	1998CHA1-1951	Review # Data last reviewed in June, 1971
Propane, 2,2-dimethoxy-	C5H12O2	-424.67600000000004	1.2552	C77769	77-76-9	1994WIB/MOR11067-11077	Cm
Divinyl sulphone	C4H6O2S	-156.6	5.0	C77770	77-77-0	1989VOR/KLY650-653	Ccb
Sulfuric acid, dimethyl ester	C2H6O4S	-687.0128	1.9246400000000001	C77781	77-78-1	1969MAC/STE2053-2059	Ccb # Reanalyzed by 1970COX/PIL1-636B, Original value = -164.1$(0.5) kcal/mol
potassium sulfate	K2O4S	-1094.12		C7778805	7778-80-5	1998CHA1-1951	Review # Data last reviewed in June, 1978
2,5-Dihydrothiophene sulfone	C4H6O2S	-255.6424	1.6736000000000002	C77792	77-79-2	1969MAC/MCN1738-1741	Ccr # Heat of combustion is not reported
Nitrous acid	HNO2	-76.73		C7782776	7782-77-6	1998CHA1-1951	Review # Data last reviewed in June, 1963
molybdic acid	H2MoO4	-851.03		C7782914	7782-91-4	1998CHA1-1951	Review # Data last reviewed in June, 1970
dihydrogen wolframate	H2O4W	-905.84		C7783031	7783-03-1	1998CHA1-1951	Review # Data last reviewed in March, 1967
Hydrogen sulfide	H2S	-20.6	0.5	C7783064	7783-06-4	1984COX/WAG1B	Review # CODATA Review value
mercury iodide	HgI	133.47		C7783304	7783-30-4	1998CHA1-1951	Review # Data last reviewed in December, 1961
mercury difluoride	HgF2	-293.65		C7783393	7783-39-3	1998CHA1-1951	Review # Data last reviewed in December, 1961
Magnesium fluoride	F2Mg	-726.76		C7783406	7783-40-6	1998CHA1-1951	Review # Data last reviewed in June, 1975
Oxygen difluoride	F2O	24.52		C7783417	7783-41-7	1998CHA1-1951	Review # Data last reviewed in September, 1995
Thionyl fluoride	F2OS	-543.92		C7783428	7783-42-8	1998CHA1-1951	Review # Data last reviewed in June, 1972
lead difluoride	F2Pb	-435.14		C7783462	7783-46-2	1998CHA1-1951	Review # Data last reviewed in December, 1973
strontium fluoride	F2Sr	-766.09		C7783484	7783-48-4	1998CHA1-1951	Review # Data last reviewed in December, 1972
iron trifluoride	F3Fe	-820.9		C7783508	7783-50-8	1998CHA1-1951	Review # Data last reviewed in September, 1965
Nitrogen trifluoride	F3N	-132.09		C7783542	7783-54-2	1998CHA1-1951	Review # Data last reviewed in June, 1977
Phosphorus trifluoride	F3P	-958.44		C7783553	7783-55-3	1998CHA1-1951	Review # Data last reviewed in December, 1969
tetrafluorogermane	F4Ge	-1190.2	0.5	C7783586	7783-58-6	1984COX/WAG1B	Review # CODATA Review value
lead(IV) fluoride	F4Pb	-1133.45		C7783597	7783-59-7	1998CHA1-1951	Review # Data last reviewed in December, 1973
Sulfur tetrafluoride	F4S	-763.16		C7783600	7783-60-0	1998CHA1-1951	Review # Data last reviewed in June, 1976
Silicon tetrafluoride	F4Si	-1615.0	0.8	C7783611	7783-61-1	1984COX/WAG1B	Review # CODATA Review value
titanium tetrafluoride	F4Ti	-1551.43		C7783633	7783-63-3	1998CHA1-1951	Review # Data last reviewed in September, 1967
zirconium tetrafluoride	F4Zr	-1673.6		C7783644	7783-64-4	1998CHA1-1951	Review # Data last reviewed in June, 1975
iodine pentafluoride	F5I	-840.31		C7783666	7783-66-6	1998CHA1-1951	Review # Data last reviewed in December, 1969
Molybdenum hexafluoride	F6Mo	-1557.66		C7783779	7783-77-9	1998CHA1-1951	Review # Data last reviewed in September, 1978
Tungsten hexafluoride	F6W	-1721.72		C7783826	7783-82-6	1998CHA1-1951	Review # Data last reviewed in March, 1967
iron diiodide	FeI2	87.86		C7783860	7783-86-0	1998CHA1-1951	Review # Data last reviewed in September, 1966
Aluminum fluoride	AlF3	-1209.32		C7784181	7784-18-1	1998CHA1-1951	Review # Data last reviewed in September, 1979
aluminium iodide	AlI3	-193.3		C7784238	7784-23-8	1998CHA1-1951	Review # Data last reviewed in September, 1979
magnesium chloride	Cl2Mg	-392.46		C7786303	7786-30-3	1998CHA1-1951	Review # Data last reviewed in December, 1965
Barium fluoride	BaF2	-803.75		C7787328	7787-32-8	1998CHA1-1951	Review # Data last reviewed in December, 1972
beryllium dibromide	BeBr2	-229.28		C7787464	7787-46-4	1998CHA1-1951	Review # Data last reviewed in June, 1975
beryllium chloride	BeCl2	-360.24		C7787475	7787-47-5	1998CHA1-1951	Review # Data last reviewed in June, 1965
beryllium fluoride	BeF2	-796.01		C7787497	7787-49-7	1998CHA1-1951	Review # Data last reviewed in June, 1970
Beryllium hydride	H2Be	125.52		C7787522	7787-52-2	1998CHA1-1951	Review # Data last reviewed in December, 1960
beryllium diiodide	BeI2	-64.02		C7787533	7787-53-3	1998CHA1-1951	Review # Data last reviewed in December, 1975
bromine trifluoride	BrF3	-255.59		C7787715	7787-71-5	1998CHA1-1951	Review # Data last reviewed in September, 1965
copper difluoride	CuF2	-266.94		C7789197	7789-19-7	1998CHA1-1951	Review # Data last reviewed in December, 1977
Deuterium oxide	D2O	-249.2		C7789200	7789-20-0	1998CHA1-1951	Review # Data last reviewed in June, 1977
fluorosulphuric acid	HFO3S	-753.12		C7789211	7789-21-1	1998CHA1-1951	Review # Data last reviewed in June, 1972
Potassium fluoride	FK	-326.77		C7789233	7789-23-3	1998CHA1-1951	Review # Data last reviewed in June, 1969
Lithium fluoride	FLi	-340.79		C7789244	7789-24-4	1998CHA1-1951	Review # Data last reviewed in December, 1968
nitrosyl fluoride	FNO	-65.69		C7789255	7789-25-5	1998CHA1-1951	Review # Data last reviewed in June, 1961
Fluorine nitrate	FNO3	10.46		C7789266	7789-26-6	1998CHA1-1951	Review # Data last reviewed in March, 1963
iron difluoride	F2Fe	-389.53		C7789288	7789-28-8	1998CHA1-1951	Review # Data last reviewed in September, 1965
bromine pentafluoride	BrF5	-428.72		C7789302	7789-30-2	1998CHA1-1951	Review # Data last reviewed in September, 1965
iodine bromide	BrI	40.88		C7789335	7789-33-5	1998CHA1-1951	Review # Data last reviewed in December, 1966
calcium bromide	Br2Ca	-384.93		C7789415	7789-41-5	1998CHA1-1951	Review # Data last reviewed in June, 1974
iron dibromide	Br2Fe	-41.42		C7789460	7789-46-0	1998CHA1-1951	Review # Data last reviewed in September, 1966
Mercury(II) bromide	Br2Hg	-85.45		C7789471	7789-47-1	1998CHA1-1951	Review # Data last reviewed in March, 1962
magnesium bromide	Br2Mg	-302.92		C7789482	7789-48-2	1998CHA1-1951	Review # Data last reviewed in June, 1974
tribromosilane	HBr3Si	-302.92		C7789573	7789-57-3	1998CHA1-1951	Review # Data last reviewed in December, 1976
phosphoryl tribromide	Br3OP	-406.02		C7789595	7789-59-5	1998CHA1-1951	Review # Data last reviewed in December, 1963
Phosphorus tribromide	Br3P	-146.02		C7789608	7789-60-8	1998CHA1-1951	Review # Data last reviewed in December, 1963
silicon tetrabromide	Br4Si	-415.47		C7789664	7789-66-4	1998CHA1-1951	Review # Data last reviewed in December, 1976
titanium tetrabromide	Br4Ti	-550.2		C7789686	7789-68-6	1998CHA1-1951	Review # Data last reviewed in June, 1968
calcium fluoride	CaF2	-784.5		C7789755	7789-75-5	1998CHA1-1951	Review # Data last reviewed in December, 1968
chlorine fluoride	ClF	-50.29		C7790898	7790-89-8	1998CHA1-1951	Review # Data last reviewed in June, 1977
chlorine trifluoride	ClF3	-158.87		C7790912	7790-91-2	1998CHA1-1951	Review # Data last reviewed in September, 1965
